aishe_code,institution_name,category,state,district,university_affiliation,source_year,verification_status,is_premium,naac_grade,established_year,cei_id,removal_reason
nit-mizoram,National Institute of Technology Mizoram,College,Mizoram,Aizawl,,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-12C0C92CFBCE,INVALID_AISHE_FORMAT
iase-mizoram,Institute of Advanced Study in Education,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,B,1975,CEI-IN-434BCE1FF394,INVALID_AISHE_FORMAT
nielit-aizawl,National Institute of Electronics & Information Technology Aizawl,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,NA,2001,CEI-IN-BE2634C41581,INVALID_AISHE_FORMAT
govt-t-romana-college,Government T. Romana College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,B,1992,CEI-IN-0A35311D76F8,INVALID_AISHE_FORMAT
govt-saitual-college,Government Saitual College,College,Mizoram,Saitual,Mizoram University,2020-21,UNVERIFIED,True,C,1984,CEI-IN-D71CC704C876,INVALID_AISHE_FORMAT
govt-aizawl-north-college,Government Aizawl North College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,B+,1988,CEI-IN-42572D2AF9B9,INVALID_AISHE_FORMAT
govt-aizawl-west-college,Government Aizawl West College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,C,1990,CEI-IN-8424CDD477BB,INVALID_AISHE_FORMAT
govt-saiha-college,Government Saiha College,College,Mizoram,Saiha,Mizoram University,2020-21,UNVERIFIED,True,C,1978,CEI-IN-ADED0CD46911,INVALID_AISHE_FORMAT
govt-mamit-college,Government Mamit College,College,Mizoram,Mamit,Mizoram University,2020-21,UNVERIFIED,True,C,1983,CEI-IN-C77DC8554BAB,INVALID_AISHE_FORMAT
govt-hrangbana-college,Government Hrangbana College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,A,1980,CEI-IN-144003962FDD,INVALID_AISHE_FORMAT
hatim-lunglei,Higher and Technical Institute of Mizoram,College,Mizoram,Lunglei,Mizoram University,2020-21,UNVERIFIED,True,NA,2007,CEI-IN-B2742FEEE905,INVALID_AISHE_FORMAT
mizoram-polytechnic-lunglei,Mizoram Polytechnic Lunglei,College,Mizoram,Lunglei,AICTE,2020-21,UNVERIFIED,True,NA,1981,CEI-IN-761DC051F943,INVALID_AISHE_FORMAT
ripans-aizawl,Regional Institute of Paramedical and Nursing Sciences,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,B,1996,CEI-IN-4ADE01CBB9EE,INVALID_AISHE_FORMAT
college-of-veterinary-sciences-ah-selesih,"College of Veterinary Sciences & Animal Husbandry, Selesih",College,Mizoram,Aizawl,Central Agricultural University,2020-21,UNVERIFIED,True,NA,1997,CEI-IN-F7B90F20CDA6,INVALID_AISHE_FORMAT
govt-champhai-college,Government Champhai College,College,Mizoram,Champhai,Mizoram University,2020-21,UNVERIFIED,True,B,1971,CEI-IN-C0C121E46A7E,INVALID_AISHE_FORMAT
govt-zawlnuam-college,Government Zawlnuam College,College,Mizoram,Mamit,Mizoram University,2020-21,UNVERIFIED,True,C,1986,CEI-IN-92E297CEDEAF,INVALID_AISHE_FORMAT
national-institute-of-technolo-aizawl,National Institute of Technology Mizoram,College,Mizoram,Aizawl,,2020-21,UNVERIFIED,True,,,CEI-IN-664881F75C77,INVALID_AISHE_FORMAT
mizoram-university,Mizoram University,College,Mizoram,Aizawl,UGC,2020-21,UNVERIFIED,True,A,2001,CEI-IN-837FC25C4687,INVALID_AISHE_FORMAT
pachhunga-university-college,Pachhunga University College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,A+,1958,CEI-IN-6164D4123140,INVALID_AISHE_FORMAT
govt-j-thankima-college,Government J. Thankima College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,C,1992,CEI-IN-034502B359BB,INVALID_AISHE_FORMAT
govt-khawzawl-college,Government Khawzawl College,College,Mizoram,Khawzawl,Mizoram University,2020-21,UNVERIFIED,True,C,1985,CEI-IN-B1B48AA69B67,INVALID_AISHE_FORMAT
govt-serchhip-college,Government Serchhip College,College,Mizoram,Serchhip,Mizoram University,2020-21,UNVERIFIED,True,B,1973,CEI-IN-77BE4E04944C,INVALID_AISHE_FORMAT
govt-hnahthial-college,Government Hnahthial College,College,Mizoram,Hnahthial,Mizoram University,2020-21,UNVERIFIED,True,C,1979,CEI-IN-37161B7456DD,INVALID_AISHE_FORMAT
govt-zirtiri-residential-science-college,Government Zirtiri Residential Science College,College,Mizoram,Aizawl,Mizoram University,2020-21,UNVERIFIED,True,A,1980,CEI-IN-7698E7279454,INVALID_AISHE_FORMAT
govt-lawngtlai-college,Government Lawngtlai College,College,Mizoram,Lawngtlai,Mizoram University,2020-21,UNVERIFIED,True,C,1981,CEI-IN-4EB26E4E5F51,INVALID_AISHE_FORMAT
nit-nagaland,National Institute of Technology Nagaland,College,Nagaland,Chumukedima,,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-DF34797BD588,INVALID_AISHE_FORMAT
st-joseph-university-nagaland,St. Joseph University,College,Nagaland,Chumukedima,UGC,2020-21,UNVERIFIED,True,NA,2016,CEI-IN-217D3FE061FF,INVALID_AISHE_FORMAT
model-christian-college,Model Christian College,College,Nagaland,Kohima,Nagaland University,2020-21,UNVERIFIED,True,B++,2007,CEI-IN-2D6BE1B99E6D,INVALID_AISHE_FORMAT
khelhoshe-polytechnic-atoizu,Khelhoshe Polytechnic Atoizu,College,Nagaland,Zunheboto,AICTE,2020-21,UNVERIFIED,True,NA,1972,CEI-IN-D2EB8366DCFE,INVALID_AISHE_FORMAT
national-institute-of-technolo-chumukedima,National Institute of Technology Nagaland,College,Nagaland,Chumukedima,,2020-21,UNVERIFIED,True,,,CEI-IN-3FDC4BA129BB,INVALID_AISHE_FORMAT
wangkhao-government-college,Wangkhao Government College,College,Nagaland,Mon,Nagaland University,2020-21,UNVERIFIED,True,B,1983,CEI-IN-C0932D0813F7,INVALID_AISHE_FORMAT
japfu-christian-college,Japfu Christian College,College,Nagaland,Kohima,Nagaland University,2020-21,UNVERIFIED,True,B,1996,CEI-IN-2E2929C6E126,INVALID_AISHE_FORMAT
yingli-college,Yingli College,College,Nagaland,Longleng,Nagaland University,2020-21,UNVERIFIED,True,C,1992,CEI-IN-C0E8F9E2B697,INVALID_AISHE_FORMAT
st-josephs-college-jakhama,"St. Joseph's College (Autonomous), Jakhama",College,Nagaland,Kohima,Nagaland University (Autonomous),2020-21,UNVERIFIED,True,A,1985,CEI-IN-A37D92FC44DB,INVALID_AISHE_FORMAT
north-east-christian-university,North East Christian University,College,Nagaland,Dimapur,UGC,2020-21,UNVERIFIED,True,NA,2013,CEI-IN-EE849E8140ED,INVALID_AISHE_FORMAT
patkai-christian-college,Patkai Christian College (Autonomous),College,Nagaland,Chumukedima,Nagaland University (Autonomous),2020-21,UNVERIFIED,True,A,1974,CEI-IN-3AE76E27DEF3,INVALID_AISHE_FORMAT
peren-government-college,Peren Government College,College,Nagaland,Peren,Nagaland University,2020-21,UNVERIFIED,True,C,1987,CEI-IN-E3172BC6106F,INVALID_AISHE_FORMAT
mount-tiyi-college,Mount Tiyi College,College,Nagaland,Wokha,Nagaland University,2020-21,UNVERIFIED,True,B,1974,CEI-IN-BAA6251D640E,INVALID_AISHE_FORMAT
unity-college-dimapur,Unity College,College,Nagaland,Dimapur,Nagaland University,2020-21,UNVERIFIED,True,B,2007,CEI-IN-B05F9A910725,INVALID_AISHE_FORMAT
government-polytechnic-kohima,Government Polytechnic Kohima,College,Nagaland,Kohima,AICTE,2020-21,UNVERIFIED,True,NA,1994,CEI-IN-600CDDF8D83E,INVALID_AISHE_FORMAT
tetso-college,Tetso College,College,Nagaland,Dimapur,Nagaland University,2020-21,UNVERIFIED,True,A,1994,CEI-IN-11A0C9F5C259,INVALID_AISHE_FORMAT
nagaland-university,Nagaland University,College,Nagaland,Zunheboto,UGC,2020-21,UNVERIFIED,True,B,1994,CEI-IN-91D01E15470B,INVALID_AISHE_FORMAT
nimsr-kohima,Nagaland Institute of Medical Sciences and Research,College,Nagaland,Kohima,Nagaland University,2020-21,UNVERIFIED,True,NA,2023,CEI-IN-C09C1AF1F97F,INVALID_AISHE_FORMAT
fazl-ali-college,Fazl Ali College,College,Nagaland,Mokokchung,Nagaland University,2020-21,UNVERIFIED,True,B,1959,CEI-IN-D7210F7BFCF3,INVALID_AISHE_FORMAT
institute-of-communication-information-technology-mokokchung,Institute of Communication & Information Technology,College,Nagaland,Mokokchung,AICTE,2020-21,UNVERIFIED,True,NA,2003,CEI-IN-76258C078818,INVALID_AISHE_FORMAT
icfai-university-nagaland,"The ICFAI University, Nagaland",College,Nagaland,Dimapur,UGC,2020-21,UNVERIFIED,True,NA,2006,CEI-IN-7DB6EEA9B440,INVALID_AISHE_FORMAT
the-global-open-university-nagaland,The Global Open University,College,Nagaland,Dimapur,UGC,2020-21,UNVERIFIED,True,NA,2006,CEI-IN-ADFE2BC6457E,INVALID_AISHE_FORMAT
phek-government-college,Phek Government College,College,Nagaland,Phek,Nagaland University,2020-21,UNVERIFIED,True,B,1981,CEI-IN-454223F4E4D3,INVALID_AISHE_FORMAT
kohima-college,Kohima College,College,Nagaland,Kohima,Nagaland University,2020-21,UNVERIFIED,True,B,1967,CEI-IN-A9DD05D3A080,INVALID_AISHE_FORMAT
kohima-law-college,Kohima Law College,College,Nagaland,Kohima,Nagaland University,2020-21,UNVERIFIED,True,NA,1975,CEI-IN-4D99FFF3378C,INVALID_AISHE_FORMAT
kohima-science-college,Kohima Science College (Autonomous),College,Nagaland,Kohima,Nagaland University (Autonomous),2020-21,UNVERIFIED,True,A,1961,CEI-IN-5C7CF7068067,INVALID_AISHE_FORMAT
zisaji-presidency-college,Zisaji Presidency College,College,Nagaland,Kiphire,Nagaland University,2020-21,UNVERIFIED,True,NA,1997,CEI-IN-6E7AC7B3CD37,INVALID_AISHE_FORMAT
dimapur-government-college,Dimapur Government College,College,Nagaland,Dimapur,Nagaland University,2020-21,UNVERIFIED,True,B,1966,CEI-IN-8FC567B6C764,INVALID_AISHE_FORMAT
sao-chang-college,Sao Chang College,College,Nagaland,Tuensang,Nagaland University,2020-21,UNVERIFIED,True,B,1973,CEI-IN-F57F3747D1AD,INVALID_AISHE_FORMAT
vssut-burla,Veer Surendra Sai University of Technology,College,Odisha,Sambalpur,UGC,2020-21,UNVERIFIED,True,A,1956,CEI-IN-A058FFCDC4D4,INVALID_AISHE_FORMAT
centurion-university-paralakhemundi,Centurion University of Technology and Management,College,Odisha,Gajapati,UGC,2020-21,UNVERIFIED,True,A,2010,CEI-IN-A8D293A23DC3,INVALID_AISHE_FORMAT
silicon-university-bhubaneswar,Silicon University,College,Odisha,Khordha,UGC,2020-21,UNVERIFIED,True,A,2001,CEI-IN-87EB7E96BC41,INVALID_AISHE_FORMAT
siksha-o-anusandhan-bhubaneswar,Siksha 'O' Anusandhan,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-56941F80112B,INVALID_AISHE_FORMAT
sambalpur-university,Sambalpur University,College,Odisha,Sambalpur,UGC,2020-21,UNVERIFIED,True,A,1967,CEI-IN-E3807AB133F3,INVALID_AISHE_FORMAT
cv-raman-global-university-bhubaneswar,C.V. Raman Global University,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-0FBB714D9D94,INVALID_AISHE_FORMAT
college-of-engineering-technol-bhubaneswar,College of Engineering & Technology Bhubaneswar,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-F4CEC2553735,INVALID_AISHE_FORMAT
bjb-autonomous-college,Buxi Jagabandhu Bidyadhar Autonomous College,College,Odisha,Khordha,Utkal University (Autonomous),2020-21,UNVERIFIED,True,A,1957,CEI-IN-3FAA8C510ACE,INVALID_AISHE_FORMAT
niser-bhubaneswar,National Institute of Science Education and Research,College,Odisha,Khordha,HBNI (Deemed),2020-21,UNVERIFIED,True,NA,2007,CEI-IN-23422E8A0651,INVALID_AISHE_FORMAT
mkcg-medical-college-berhampur,Maharaja Krishna Chandra Gajapati Medical College,College,Odisha,Ganjam,Berhampur University,2020-21,UNVERIFIED,True,NA,1962,CEI-IN-3F927444A4A2,INVALID_AISHE_FORMAT
dharanidhar-university,Dharanidhar University,College,Odisha,Keonjhar,UGC,2020-21,UNVERIFIED,True,B++,1957,CEI-IN-72C5F31A911A,INVALID_AISHE_FORMAT
centurion-university-of-techno-paralakhemundi,Centurion University of Technology and Management,College,Odisha,Paralakhemundi,,2020-21,UNVERIFIED,True,,,CEI-IN-D2F39BF87592,INVALID_AISHE_FORMAT
giet-university-gunupur-gunupur,GIET University Gunupur,College,Odisha,Gunupur,,2020-21,UNVERIFIED,True,,,CEI-IN-6A6D2FCF2F71,INVALID_AISHE_FORMAT
cv-raman-global-university,C.V. Raman Global University,College,Odisha,Khordha,UGC,2020-21,UNVERIFIED,True,A,1997,CEI-IN-CF4E31BB3BDC,INVALID_AISHE_FORMAT
scb-medical-college-cuttack,Srirama Chandra Bhanja Medical College and Hospital,College,Odisha,Cuttack,Utkal University,2020-21,UNVERIFIED,True,NA,1944,CEI-IN-E6BAC9B42DEC,INVALID_AISHE_FORMAT
iit-bhubaneswar,Indian Institute of Technology Bhubaneswar,College,Odisha,Khordha,,2020-21,UNVERIFIED,True,NA,2008,CEI-IN-3932A0126601,INVALID_AISHE_FORMAT
aiims-bhubaneswar,All India Institute of Medical Sciences Bhubaneswar,College,Odisha,Khordha,,2020-21,UNVERIFIED,True,NA,2012,CEI-IN-BA6C18290D9D,INVALID_AISHE_FORMAT
iim-sambalpur,Indian Institute of Management Sambalpur,College,Odisha,Sambalpur,,2020-21,UNVERIFIED,True,NA,2015,CEI-IN-F7CC35928B19,INVALID_AISHE_FORMAT
utkal-university,Utkal University,College,Odisha,Khordha,UGC,2020-21,UNVERIFIED,True,A+,1943,CEI-IN-B8757450BBD1,INVALID_AISHE_FORMAT
ouat-bhubaneswar,Odisha University of Agriculture and Technology,College,Odisha,Khordha,ICAR,2020-21,UNVERIFIED,True,NA,1962,CEI-IN-A2669458738A,INVALID_AISHE_FORMAT
nit-rourkela,National Institute of Technology Rourkela,College,Odisha,Sundargarh,,2020-21,UNVERIFIED,True,NA,1961,CEI-IN-5365E42821B5,INVALID_AISHE_FORMAT
iiser-berhampur,Indian Institute of Science Education and Research Berhampur,College,Odisha,Ganjam,,2020-21,UNVERIFIED,True,NA,2016,CEI-IN-C7C318A52ADA,INVALID_AISHE_FORMAT
vimsar-burla,Veer Surendra Sai Institute of Medical Sciences and Research,College,Odisha,Sambalpur,Sambalpur University,2020-21,UNVERIFIED,True,NA,1959,CEI-IN-A96E52A2233F,INVALID_AISHE_FORMAT
soa-university,Siksha 'O' Anusandhan,College,Odisha,Khordha,UGC - Deemed University,2020-21,UNVERIFIED,True,A++,2007,CEI-IN-11AD5C6E2838,INVALID_AISHE_FORMAT
outr-bhubaneswar,Odisha University of Technology and Research,College,Odisha,Khordha,UGC,2020-21,UNVERIFIED,True,A,1981,CEI-IN-3743CE5FE937,INVALID_AISHE_FORMAT
xim-university,XIM University,College,Odisha,Puri,UGC,2020-21,UNVERIFIED,True,NA,2013,CEI-IN-3AB1EC2EBB9F,INVALID_AISHE_FORMAT
gandhi-institute-for-technolog-bhubaneswar,Gandhi Institute for Technological Advancement,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-F0E78F0688E9,INVALID_AISHE_FORMAT
central-university-of-odisha,Central University of Odisha,College,Odisha,Koraput,UGC,2020-21,UNVERIFIED,True,B+,2009,CEI-IN-2E9994D91272,INVALID_AISHE_FORMAT
ravenshaw-university,Ravenshaw University,College,Odisha,Cuttack,UGC,2020-21,UNVERIFIED,True,A,1868,CEI-IN-33E5A0F9B868,INVALID_AISHE_FORMAT
vikram-deb-university,Vikram Deb University,College,Odisha,Koraput,UGC,2020-21,UNVERIFIED,True,B++,1947,CEI-IN-5BFE281700B0,INVALID_AISHE_FORMAT
nist-university-berhampur,NIST University,College,Odisha,Ganjam,UGC,2020-21,UNVERIFIED,True,A,1996,CEI-IN-4A47A0FB1909,INVALID_AISHE_FORMAT
kiit-university,Kalinga Institute of Industrial Technology,College,Odisha,Khordha,UGC - Deemed University,2020-21,UNVERIFIED,True,A++,1992,CEI-IN-4BCDCC7D3B16,INVALID_AISHE_FORMAT
national-law-university-odisha,National Law University Odisha,College,Odisha,Cuttack,Bar Council of India,2020-21,UNVERIFIED,True,A,2009,CEI-IN-D0069F408FB3,INVALID_AISHE_FORMAT
kalinga-institute-of-industria-bhubaneswar,Kalinga Institute of Industrial Technology,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-96BB4D55AC6D,INVALID_AISHE_FORMAT
national-institute-of-technolo-bhubaneswar,National Institute of Technology Bhubaneswar,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-31464A3E12AB,INVALID_AISHE_FORMAT
gandhi-engineering-college-bhubaneswar,Gandhi Engineering College,College,Odisha,Bhubaneswar,,2020-21,UNVERIFIED,True,,,CEI-IN-6F2D7CF21A98,INVALID_AISHE_FORMAT
berhampur-university,Berhampur University,College,Odisha,Ganjam,UGC,2020-21,UNVERIFIED,True,A,1967,CEI-IN-42C337F7DBEE,INVALID_AISHE_FORMAT
iiit-bhubaneswar,International Institute of Information Technology Bhubaneswar,College,Odisha,Khordha,UGC,2020-21,UNVERIFIED,True,NA,2006,CEI-IN-24BF5EBC2113,INVALID_AISHE_FORMAT
bput-rourkela,Biju Patnaik University of Technology,College,Odisha,Sundargarh,UGC,2020-21,UNVERIFIED,True,NA,2002,CEI-IN-B946964915F8,INVALID_AISHE_FORMAT
national-institute-of-technolo-rourkela,National Institute of Technology Rourkela,College,Odisha,Rourkela,,2020-21,UNVERIFIED,True,,,CEI-IN-3793BF4E5B19,INVALID_AISHE_FORMAT
perunthalaivar-kamarajar-arts-college,Perunthalaivar Kamarajar Arts College,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,B,1998,CEI-IN-A4B9858E2928,INVALID_AISHE_FORMAT
mahatma-gandhi-govt-arts-college-mahe,Mahatma Gandhi Government Arts College,College,Puducherry,Mahe,Pondicherry University,2020-21,UNVERIFIED,True,B,1970,CEI-IN-F8853B1E82ED,INVALID_AISHE_FORMAT
motilal-nehru-govt-polytechnic-college,Motilal Nehru Government Polytechnic College,College,Puducherry,Puducherry,AICTE,2020-21,UNVERIFIED,True,NA,1961,CEI-IN-B3419E195232,INVALID_AISHE_FORMAT
rajiv-gandhi-institute-of-veterinary-education-and-research,Rajiv Gandhi Institute of Veterinary Education and Research,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,NA,1994,CEI-IN-098B5BD907FE,INVALID_AISHE_FORMAT
pondicherry-university,Pondicherry University,College,Puducherry,Puducherry,UGC,2020-21,UNVERIFIED,True,A,1985,CEI-IN-32FF6C532E25,INVALID_AISHE_FORMAT
jipmer-puducherry,Jawaharlal Institute of Postgraduate Medical Education and Research,College,Puducherry,Puducherry,,2020-21,UNVERIFIED,True,NA,1823,CEI-IN-2D1BC996235C,INVALID_AISHE_FORMAT
sri-manakula-vinayagar-engineering-college,Sri Manakula Vinayagar Engineering College,College,Puducherry,Puducherry,Pondicherry University (Autonomous),2020-21,UNVERIFIED,True,NA,1999,CEI-IN-5E58D9BE7AB6,INVALID_AISHE_FORMAT
avvaiyar-government-college-for-women-karaikal,Avvaiyar Government College for Women,College,Puducherry,Karaikal,Pondicherry University,2020-21,UNVERIFIED,True,B,1972,CEI-IN-AF64EFFA1DE5,INVALID_AISHE_FORMAT
tagore-government-arts-and-science-college,Tagore Government Arts and Science College,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,B,1961,CEI-IN-0885A435DCC6,INVALID_AISHE_FORMAT
arignar-anna-government-arts-and-science-college-karaikal,Arignar Anna Government Arts and Science College,College,Puducherry,Karaikal,Pondicherry University,2020-21,UNVERIFIED,True,B,1967,CEI-IN-337ACD8DAA5F,INVALID_AISHE_FORMAT
dr-srv-government-arts-science-college-yanam,Dr. S.R.K. Government Arts College,College,Puducherry,Yanam,Pondicherry University,2020-21,UNVERIFIED,True,B,1973,CEI-IN-DA66C80964C8,INVALID_AISHE_FORMAT
indira-gandhi-medical-college-research-institute,Indira Gandhi Medical College and Research Institute,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-27BFE6B3E939,INVALID_AISHE_FORMAT
sri-balaji-vidyapeeth,Sri Balaji Vidyapeeth,College,Puducherry,Puducherry,UGC - Deemed University,2020-21,UNVERIFIED,True,A++,2008,CEI-IN-3A9D1EF24455,INVALID_AISHE_FORMAT
women-polytechnic-college-puducherry,Women's Polytechnic College,College,Puducherry,Puducherry,AICTE,2020-21,UNVERIFIED,True,NA,1988,CEI-IN-BC2121BCC4F1,INVALID_AISHE_FORMAT
national-institute-of-technolo-karaikal,National Institute of Technology Puducherry,College,Puducherry,Karaikal,,2020-21,UNVERIFIED,True,,,CEI-IN-874200BBB60F,INVALID_AISHE_FORMAT
dr-ambedkar-govt-law-college-puducherry,Dr. Ambedkar Government Law College,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,NA,1972,CEI-IN-B1AC3763B2CE,INVALID_AISHE_FORMAT
puducherry-technological-university,Puducherry Technological University,College,Puducherry,Puducherry,UGC,2020-21,UNVERIFIED,True,NA,1984,CEI-IN-E057E3E02850,INVALID_AISHE_FORMAT
mother-theresa-post-graduate-and-research-institute-of-health-sciences,Mother Theresa Post Graduate and Research Institute of Health Sciences,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,NA,1991,CEI-IN-506262165EE4,INVALID_AISHE_FORMAT
kanchi-mamunivar-govt-institute-for-postgraduate-studies,Kanchi Mamunivar Government Institute for Postgraduate Studies and Research,College,Puducherry,Puducherry,Pondicherry University (Autonomous),2020-21,UNVERIFIED,True,B++,1989,CEI-IN-2717821CC1D9,INVALID_AISHE_FORMAT
bharathidasan-govt-college-for-women,Bharathidasan Government College for Women,College,Puducherry,Puducherry,Pondicherry University (Autonomous),2020-21,UNVERIFIED,True,B,1968,CEI-IN-CC2946BF4D81,INVALID_AISHE_FORMAT
mahatma-gandhi-postgraduate-institute-dental-sciences,Mahatma Gandhi Postgraduate Institute of Dental Sciences,College,Puducherry,Puducherry,Pondicherry University,2020-21,UNVERIFIED,True,NA,1990,CEI-IN-E57347A07303,INVALID_AISHE_FORMAT
vinayaka-missions-medical-college-karaikal,Vinayaka Mission's Medical College and Hospital,College,Puducherry,Karaikal,VMRF (Deemed University),2020-21,UNVERIFIED,True,NA,1996,CEI-IN-EFF946E6F573,INVALID_AISHE_FORMAT
guru-nanak-dev-engineering-college,Guru Nanak Dev Engineering College,College,Punjab,Ludhiana,IKGPTU (Autonomous),2020-21,UNVERIFIED,True,A,1956,CEI-IN-8A342023E144,INVALID_AISHE_FORMAT
baba-farid-university-health-sciences,Baba Farid University of Health Sciences,College,Punjab,Faridkot,NMC,2020-21,UNVERIFIED,True,NA,1998,CEI-IN-6D9EDC3DAE65,INVALID_AISHE_FORMAT
thapar-institute-of-engineerin-patiala,Thapar Institute of Engineering and Technology,College,Punjab,Patiala,,2020-21,UNVERIFIED,True,,,CEI-IN-FA441597A70C,INVALID_AISHE_FORMAT
thapar-institute,Thapar Institute of Engineering and Technology,College,Punjab,Patiala,UGC - Deemed University,2020-21,UNVERIFIED,True,A+,1956,CEI-IN-300ACA428D8B,INVALID_AISHE_FORMAT
aiims-bathinda,All India Institute of Medical Sciences Bathinda,College,Punjab,Bathinda,,2020-21,UNVERIFIED,True,NA,2019,CEI-IN-EA06FFDA9155,INVALID_AISHE_FORMAT
plaksha-university,Plaksha University,College,Punjab,SAS Nagar,UGC,2020-21,UNVERIFIED,True,NA,2021,CEI-IN-5D7F60E2149F,INVALID_AISHE_FORMAT
iiser-mohali,Indian Institute of Science Education and Research Mohali,College,Punjab,SAS Nagar,,2020-21,UNVERIFIED,True,NA,2007,CEI-IN-A87F041BB144,INVALID_AISHE_FORMAT
guru-nanak-dev-university,Guru Nanak Dev University,College,Punjab,Amritsar,UGC,2020-21,UNVERIFIED,True,A++,1969,CEI-IN-750D083899DC,INVALID_AISHE_FORMAT
pec-chandigarh,Punjab Engineering College (PEC),College,Punjab,Sector 12,,2020-21,UNVERIFIED,True,,,CEI-IN-2CDDB4C32221,INVALID_AISHE_FORMAT
indian-institute-of-technology-rupnagar,Indian Institute of Technology Ropar,College,Punjab,Rupnagar,,2020-21,UNVERIFIED,True,,,CEI-IN-634737DA8689,INVALID_AISHE_FORMAT
punjabi-university-patiala,Punjabi University,College,Punjab,Patiala,UGC,2020-21,UNVERIFIED,True,A,1962,CEI-IN-0F5D6399CD8A,INVALID_AISHE_FORMAT
sliet-longowal,Sant Longowal Institute of Engineering and Technology,College,Punjab,Sangrur,UGC - Deemed University,2020-21,UNVERIFIED,True,NA,1989,CEI-IN-AE0461225721,INVALID_AISHE_FORMAT
ik-gujral-punjab-technical-university,I.K. Gujral Punjab Technical University,College,Punjab,Kapurthala,UGC,2020-21,UNVERIFIED,True,B++,1997,CEI-IN-AB1101C25523,INVALID_AISHE_FORMAT
dav-university-jalandhar,DAV University,College,Punjab,Jalandhar,UGC,2020-21,UNVERIFIED,True,NA,2013,CEI-IN-CEC20AEBF374,INVALID_AISHE_FORMAT
iit-ropar,Indian Institute of Technology Ropar,College,Punjab,Rupnagar,,2020-21,UNVERIFIED,True,NA,2008,CEI-IN-B2C8565E5557,INVALID_AISHE_FORMAT
chandigarh-engineering-college-sahibzada-ajit-,Chandigarh Engineering College Jhanjeri,College,Punjab,Sahibzada Ajit Singh Nagar,,2020-21,UNVERIFIED,True,,,CEI-IN-31F0147CC0C8,INVALID_AISHE_FORMAT
iim-amritsar,Indian Institute of Management Amritsar,College,Punjab,Amritsar,,2020-21,UNVERIFIED,True,NA,2015,CEI-IN-9CEAE12071DA,INVALID_AISHE_FORMAT
lovely-professional-university,Lovely Professional University,College,Punjab,Kapurthala,UGC,2020-21,UNVERIFIED,True,A++,2005,CEI-IN-225F42045B5B,INVALID_AISHE_FORMAT
chandigarh-university-mohali,Chandigarh University,College,Punjab,SAS Nagar,UGC,2020-21,UNVERIFIED,True,A+,2012,CEI-IN-A9019D0A723D,INVALID_AISHE_FORMAT
govt-medical-college-amritsar,"Government Medical College, Amritsar",College,Punjab,Amritsar,BFUHS,2020-21,UNVERIFIED,True,NA,1920,CEI-IN-A742A697B0BC,INVALID_AISHE_FORMAT
dayanand-medical-college,Dayanand Medical College and Hospital,College,Punjab,Ludhiana,BFUHS,2020-21,UNVERIFIED,True,NA,1964,CEI-IN-C6F89E1A4410,INVALID_AISHE_FORMAT
rajiv-gandhi-national-university-of-law,Rajiv Gandhi National University of Law,College,Punjab,Patiala,Bar Council of India,2020-21,UNVERIFIED,True,A,2006,CEI-IN-D2E090E394AD,INVALID_AISHE_FORMAT
central-university-of-punjab,Central University of Punjab,College,Punjab,Bathinda,UGC,2020-21,UNVERIFIED,True,A+,2009,CEI-IN-E41994B9281C,INVALID_AISHE_FORMAT
punjab-agricultural-university,Punjab Agricultural University,College,Punjab,Ludhiana,ICAR,2020-21,UNVERIFIED,True,A,1962,CEI-IN-898CA718ECA8,INVALID_AISHE_FORMAT
national-institute-of-technolo-jalandhar,National Institute of Technology Jalandhar,College,Punjab,Jalandhar,,2020-21,UNVERIFIED,True,,,CEI-IN-54CE1D0DA6A6,INVALID_AISHE_FORMAT
